variable,frequency,timestep,zfp_level,zfp_size,zfp_ratio,all_zfp_levs
CLOUD,daily,0,100000,219526652.0,1.0,[100000.0]
FLNT,daily,0,14,2607662.0,3.3037675128141606,[14.0]
U,daily,0,14,58510879.0,4.909718686673635,[14.0]
CCN3,daily,0,22,174787669.0,1.5590727856208209,[22.0]
TMQ,daily,0,14,2881041.0,3.2690395589649714,[14.0]
CLOUD,daily,1,100000,219526652.0,1.0,[100000.0]
CLOUD,daily,2,100000,219526652.0,1.0,[100000.0]
TMQ,daily,1,14,2881041.0,3.2690395589649714,[14.0]
LHFLX,daily,0,12,2888908.0,3.619439940628085,[12.0]
FLNT,daily,1,14,2607662.0,3.3037675128141606,[14.0]
CLOUD,daily,3,100000,219526652.0,1.0,[100000.0]
TMQ,daily,2,14,2881041.0,3.2690395589649714,[14.0]
SHFLX,daily,0,14,3905705.0,2.7180265790683116,[14.0]
PRECL,daily,0,12,3316115.0,3.212311696066029,[12.0]
CLOUD,daily,4,100000,219526652.0,1.0,[100000.0]
QFLX,daily,0,12,2892402.0,3.6049501417852707,[12.0]
U,daily,1,16,82211546.0,3.494301834440627,[16.0]
LHFLX,daily,1,12,2888908.0,3.619439940628085,[12.0]
LHFLX,daily,2,12,2888908.0,3.619439940628085,[12.0]
SHFLX,daily,1,12,3075939.0,3.451242043486558,[12.0]
LHFLX,daily,3,12,2888908.0,3.619439940628085,[12.0]
QFLX,daily,1,12,2892402.0,3.6049501417852707,[12.0]
CCN3,daily,1,22,174787669.0,1.5590727856208209,[22.0]
TS,daily,0,18,3159450.0,2.4362610580955546,[18.0]
CCN3,daily,2,22,174787669.0,1.5590727856208209,[22.0]
FSNT,daily,0,14,3123179.0,2.843530261954246,[14.0]
LHFLX,daily,4,12,2888908.0,3.619439940628085,[12.0]
PRECC,daily,0,12,2637643.0,3.162337359528943,[12.0]
FLNT,daily,2,14,2607662.0,3.3037675128141606,[14.0]
TS,daily,1,18,3159450.0,2.4362610580955546,[18.0]
LHFLX,daily,5,12,2888908.0,3.619439940628085,[12.0]
FLNT,daily,3,14,2607662.0,3.3037675128141606,[14.0]
U,daily,2,16,82211546.0,3.494301834440627,[16.0]
TS,daily,2,18,3159450.0,2.4362610580955546,[18.0]
CCN3,daily,3,24,201323009.0,1.3535795006918458,[24.0]
SHFLX,daily,2,12,3075939.0,3.451242043486558,[12.0]
TMQ,daily,3,14,2881041.0,3.2690395589649714,[14.0]
PRECL,daily,1,12,3316115.0,3.212311696066029,[12.0]
TS,daily,3,18,3159450.0,2.4362610580955546,[18.0]
CLOUD,daily,5,100000,219526652.0,1.0,[100000.0]
QFLX,daily,2,12,2892402.0,3.6049501417852707,[12.0]
U,daily,3,16,82211546.0,3.494301834440627,[16.0]
CLOUD,daily,6,100000,219526652.0,1.0,[100000.0]
QFLX,daily,3,12,2892402.0,3.6049501417852707,[12.0]
SHFLX,daily,3,12,3075939.0,3.451242043486558,[12.0]
TMQ,daily,4,14,2881041.0,3.2690395589649714,[14.0]
TS,daily,4,18,3159450.0,2.4362610580955546,[18.0]
FSNT,daily,1,12,2347328.0,3.78338860184857,[12.0]
LHFLX,daily,6,12,2888908.0,3.619439940628085,[12.0]
QFLX,daily,4,12,2892402.0,3.6049501417852707,[12.0]
FLNT,daily,4,14,2607662.0,3.3037675128141606,[14.0]
FSNS,daily,0,12,2619130.0,3.5527896667977537,[12.0]
CLOUD,daily,7,100000,219526652.0,1.0,[100000.0]
FSNT,daily,2,14,3123179.0,2.843530261954246,[14.0]
PRECC,daily,1,12,2637643.0,3.162337359528943,[12.0]
CCN3,daily,4,22,174787669.0,1.5590727856208209,[22.0]
TS,daily,5,18,3159450.0,2.4362610580955546,[18.0]
CCN3,daily,5,22,174787669.0,1.5590727856208209,[22.0]
FSNS,daily,1,12,2619130.0,3.5527896667977537,[12.0]
SHFLX,daily,4,14,3905705.0,2.7180265790683116,[14.0]
PRECL,daily,2,12,3316115.0,3.212311696066029,[12.0]
CLOUD,daily,8,100000,219526652.0,1.0,[100000.0]
PRECC,daily,2,12,2637643.0,3.162337359528943,[12.0]
FSNS,daily,2,12,2619130.0,3.5527896667977537,[12.0]
TS,daily,6,18,3159450.0,2.4362610580955546,[18.0]
FSNS,daily,3,12,2619130.0,3.5527896667977537,[12.0]
PRECL,daily,3,12,3316115.0,3.212311696066029,[12.0]
U,daily,4,16,82211546.0,3.494301834440627,[16.0]
PRECC,daily,3,12,2637643.0,3.162337359528943,[12.0]
LHFLX,daily,7,12,2888908.0,3.619439940628085,[12.0]
QFLX,daily,5,12,2892402.0,3.6049501417852707,[12.0]
SHFLX,daily,5,14,3905705.0,2.7180265790683116,[14.0]
TMQ,daily,5,14,2881041.0,3.2690395589649714,[14.0]
CCN3,daily,6,24,201323009.0,1.3535795006918458,[24.0]
TS,daily,7,18,3159450.0,2.4362610580955546,[18.0]
FLNT,daily,5,14,2607662.0,3.3037675128141606,[14.0]
FSNT,daily,3,12,2347328.0,3.78338860184857,[12.0]
TMQ,daily,6,14,2881041.0,3.2690395589649714,[14.0]
CCN3,daily,7,24,201323009.0,1.3535795006918458,[24.0]
PRECC,daily,4,12,2637643.0,3.162337359528943,[12.0]
PRECL,daily,4,12,3316115.0,3.212311696066029,[12.0]
U,daily,5,16,82211546.0,3.494301834440627,[16.0]
PRECC,daily,5,12,2637643.0,3.162337359528943,[12.0]
QFLX,daily,6,12,2892402.0,3.6049501417852707,[12.0]
CLOUD,daily,9,100000,219526652.0,1.0,[100000.0]
PS,daily,0,20,3735557.0,2.02660567085444,[20.0]
FSNS,daily,4,12,2619130.0,3.5527896667977537,[12.0]
FLNT,daily,6,16,3435410.0,2.507738232117855,[16.0]
FSNT,daily,4,12,2347328.0,3.78338860184857,[12.0]
LHFLX,daily,8,12,2888908.0,3.619439940628085,[12.0]
U,daily,6,16,82211546.0,3.494301834440627,[16.0]
FLNS,daily,0,12,2781877.0,3.571517360400909,[12.0]
TS,daily,8,18,3159450.0,2.4362610580955546,[18.0]
TS,daily,9,18,3159450.0,2.4362610580955546,[18.0]
SHFLX,daily,6,12,3075939.0,3.451242043486558,[12.0]
CCN3,daily,8,22,174787669.0,1.5590727856208209,[22.0]
FSNT,daily,5,12,2347328.0,3.78338860184857,[12.0]
TMQ,daily,7,14,2881041.0,3.2690395589649714,[14.0]
PRECL,daily,5,12,3316115.0,3.212311696066029,[12.0]
PRECC,daily,6,12,2637643.0,3.162337359528943,[12.0]
QFLX,daily,7,12,2892402.0,3.6049501417852707,[12.0]
CLOUD,daily,10,100000,219526652.0,1.0,[100000.0]
FSNS,daily,5,12,2619130.0,3.5527896667977537,[12.0]
FLNT,daily,7,16,3435410.0,2.507738232117855,[16.0]
TS,daily,10,18,3159450.0,2.4362610580955546,[18.0]
U,daily,7,16,82211546.0,3.494301834440627,[16.0]
LHFLX,daily,9,12,2888908.0,3.619439940628085,[12.0]
TMQ,daily,8,12,2085061.0,4.51700789569226,[12.0]
FSNT,daily,6,12,2347328.0,3.78338860184857,[12.0]
CCN3,daily,9,22,174787669.0,1.5590727856208209,[22.0]
PS,daily,1,20,3735557.0,2.02660567085444,[20.0]
TS,daily,11,18,3159450.0,2.4362610580955546,[18.0]
U,daily,8,16,82211546.0,3.494301834440627,[16.0]
SHFLX,daily,7,12,3075939.0,3.451242043486558,[12.0]
QFLX,daily,8,12,2892402.0,3.6049501417852707,[12.0]
FSNS,daily,6,12,2619130.0,3.5527896667977537,[12.0]
PRECC,daily,7,12,2637643.0,3.162337359528943,[12.0]
FLNT,daily,8,16,3435410.0,2.507738232117855,[16.0]
FSNT,daily,7,14,3123179.0,2.843530261954246,[14.0]
FLNS,daily,1,12,2781877.0,3.571517360400909,[12.0]
TMQ,daily,9,14,2881041.0,3.2690395589649714,[14.0]
PS,daily,2,20,3735557.0,2.02660567085444,[20.0]
TS,daily,12,18,3159450.0,2.4362610580955546,[18.0]
CLOUD,daily,11,100000,219526652.0,1.0,[100000.0]
CCN3,daily,10,24,201323009.0,1.3535795006918458,[24.0]
PRECL,daily,6,12,3316115.0,3.212311696066029,[12.0]
FLNT,daily,9,16,3435410.0,2.507738232117855,[16.0]
PRECC,daily,8,12,2637643.0,3.162337359528943,[12.0]
U,daily,9,18,107430722.0,2.674020528317775,[18.0]
LHFLX,daily,10,12,2888908.0,3.619439940628085,[12.0]
TS,daily,13,18,3159450.0,2.4362610580955546,[18.0]
QFLX,daily,9,12,2892402.0,3.6049501417852707,[12.0]
FSNS,daily,7,12,2619130.0,3.5527896667977537,[12.0]
TMQ,daily,10,14,2881041.0,3.2690395589649714,[14.0]
PRECL,daily,7,12,3316115.0,3.212311696066029,[12.0]
SHFLX,daily,8,12,3075939.0,3.451242043486558,[12.0]
FLNT,daily,10,16,3435410.0,2.507738232117855,[16.0]
CLOUD,daily,12,100000,219526652.0,1.0,[100000.0]
CCN3,daily,11,24,201323009.0,1.3535795006918458,[24.0]
FLNS,daily,2,12,2781877.0,3.571517360400909,[12.0]
FSNT,daily,8,14,3123179.0,2.843530261954246,[14.0]
PRECC,daily,9,12,2637643.0,3.162337359528943,[12.0]
LHFLX,daily,11,12,2888908.0,3.619439940628085,[12.0]
FSNT,daily,9,12,2347328.0,3.78338860184857,[12.0]
PS,daily,3,20,3735557.0,2.02660567085444,[20.0]
U,daily,10,16,82211546.0,3.494301834440627,[16.0]
FSNS,daily,8,12,2619130.0,3.5527896667977537,[12.0]
TMQ,daily,11,14,2881041.0,3.2690395589649714,[14.0]
QFLX,daily,10,12,2892402.0,3.6049501417852707,[12.0]
TMQ,daily,12,14,2881041.0,3.2690395589649714,[14.0]
FLNT,daily,11,16,3435410.0,2.507738232117855,[16.0]
TMQ,daily,13,14,2881041.0,3.2690395589649714,[14.0]
FLNS,daily,3,12,2781877.0,3.571517360400909,[12.0]
PRECC,daily,10,12,2637643.0,3.162337359528943,[12.0]
LHFLX,daily,12,12,2888908.0,3.619439940628085,[12.0]
SHFLX,daily,9,12,3075939.0,3.451242043486558,[12.0]
TS,daily,14,18,3159450.0,2.4362610580955546,[18.0]
PRECL,daily,8,12,3316115.0,3.212311696066029,[12.0]
TMQ,daily,14,14,2881041.0,3.2690395589649714,[14.0]
U,daily,11,16,82211546.0,3.494301834440627,[16.0]
CLOUD,daily,13,100000,219526652.0,1.0,[100000.0]
CCN3,daily,12,24,201323009.0,1.3535795006918458,[24.0]
QFLX,daily,11,12,2892402.0,3.6049501417852707,[12.0]
FSNT,daily,10,12,2347328.0,3.78338860184857,[12.0]
FLNT,daily,12,16,3435410.0,2.507738232117855,[16.0]
PS,daily,4,20,3735557.0,2.02660567085444,[20.0]
LHFLX,daily,13,12,2888908.0,3.619439940628085,[12.0]
FSNS,daily,9,12,2619130.0,3.5527896667977537,[12.0]
PRECC,daily,11,12,2637643.0,3.162337359528943,[12.0]
SHFLX,daily,10,12,3075939.0,3.451242043486558,[12.0]
TS,daily,15,18,3159450.0,2.4362610580955546,[18.0]
FLNS,daily,4,12,2781877.0,3.571517360400909,[12.0]
TMQ,daily,15,14,2881041.0,3.2690395589649714,[14.0]
CCN3,daily,13,24,201323009.0,1.3535795006918458,[24.0]
QFLX,daily,12,12,2892402.0,3.6049501417852707,[12.0]
U,daily,12,14,58510879.0,4.909718686673635,[14.0]
TS,daily,16,18,3159450.0,2.4362610580955546,[18.0]
FSNT,daily,11,12,2347328.0,3.78338860184857,[12.0]
FLNT,daily,13,14,2607662.0,3.3037675128141606,[14.0]
PRECL,daily,9,14,4145483.0,2.569639050503886,[14.0]
LHFLX,daily,14,12,2888908.0,3.619439940628085,[12.0]
PRECC,daily,12,12,2637643.0,3.162337359528943,[12.0]
CLOUD,daily,14,100000,219526652.0,1.0,[100000.0]
PS,daily,5,20,3735557.0,2.02660567085444,[20.0]
FLNS,daily,5,12,2781877.0,3.571517360400909,[12.0]
SHFLX,daily,11,12,3075939.0,3.451242043486558,[12.0]
LHFLX,daily,15,12,2888908.0,3.619439940628085,[12.0]
TMQ,daily,16,14,2881041.0,3.2690395589649714,[14.0]
TS,daily,17,18,3159450.0,2.4362610580955546,[18.0]
CLOUD,daily,15,100000,219526652.0,1.0,[100000.0]
CCN3,daily,14,22,174787669.0,1.5590727856208209,[22.0]
U,daily,13,14,58510879.0,4.909718686673635,[14.0]
FLNT,daily,14,14,2607662.0,3.3037675128141606,[14.0]
FSNS,daily,10,12,2619130.0,3.5527896667977537,[12.0]
PRECC,daily,13,12,2637643.0,3.162337359528943,[12.0]
QFLX,daily,13,12,2892402.0,3.6049501417852707,[12.0]
FSNT,daily,12,12,2347328.0,3.78338860184857,[12.0]
TMQ,daily,17,14,2881041.0,3.2690395589649714,[14.0]
PRECL,daily,10,12,3316115.0,3.212311696066029,[12.0]
FLNT,daily,15,14,2607662.0,3.3037675128141606,[14.0]
LHFLX,daily,16,12,2888908.0,3.619439940628085,[12.0]
PS,daily,6,20,3735557.0,2.02660567085444,[20.0]
TS,daily,18,18,3159450.0,2.4362610580955546,[18.0]
CCN3,daily,15,22,174787669.0,1.5590727856208209,[22.0]
FLNS,daily,6,12,2781877.0,3.571517360400909,[12.0]
FLNT,daily,16,14,2607662.0,3.3037675128141606,[14.0]
PRECC,daily,14,12,2637643.0,3.162337359528943,[12.0]
QFLX,daily,14,12,2892402.0,3.6049501417852707,[12.0]
TMQ,daily,18,14,2881041.0,3.2690395589649714,[14.0]
U,daily,14,16,82211546.0,3.494301834440627,[16.0]
CLOUD,daily,16,100000,219526652.0,1.0,[100000.0]
SHFLX,daily,12,12,3075939.0,3.451242043486558,[12.0]
FSNT,daily,13,12,2347328.0,3.78338860184857,[12.0]
PRECC,daily,15,12,2637643.0,3.162337359528943,[12.0]
TS,daily,19,18,3159450.0,2.4362610580955546,[18.0]
CCN3,daily,16,22,174787669.0,1.5590727856208209,[22.0]
PRECL,daily,11,12,3316115.0,3.212311696066029,[12.0]
FSNS,daily,11,12,2619130.0,3.5527896667977537,[12.0]
LHFLX,daily,17,12,2888908.0,3.619439940628085,[12.0]
FLNT,daily,17,16,3435410.0,2.507738232117855,[16.0]
FLNS,daily,7,12,2781877.0,3.571517360400909,[12.0]
PS,daily,7,20,3735557.0,2.02660567085444,[20.0]
TMQ,daily,19,12,2085061.0,4.51700789569226,[12.0]
U,daily,15,16,82211546.0,3.494301834440627,[16.0]
TS,daily,20,18,3159450.0,2.4362610580955546,[18.0]
QFLX,daily,15,12,2892402.0,3.6049501417852707,[12.0]
PRECC,daily,16,12,2637643.0,3.162337359528943,[12.0]
CCN3,daily,17,22,174787669.0,1.5590727856208209,[22.0]
FSNS,daily,12,12,2619130.0,3.5527896667977537,[12.0]
SHFLX,daily,13,12,3075939.0,3.451242043486558,[12.0]
PRECL,daily,12,12,3316115.0,3.212311696066029,[12.0]
LHFLX,daily,18,12,2888908.0,3.619439940628085,[12.0]
FLNT,daily,18,16,3435410.0,2.507738232117855,[16.0]
FSNT,daily,14,14,3123179.0,2.843530261954246,[14.0]
FLNS,daily,8,12,2781877.0,3.571517360400909,[12.0]
PS,daily,8,20,3735557.0,2.02660567085444,[20.0]
TMQ,daily,20,14,2881041.0,3.2690395589649714,[14.0]
PRECC,daily,17,12,2637643.0,3.162337359528943,[12.0]
CLOUD,daily,17,100000,219526652.0,1.0,[100000.0]
TS,daily,21,18,3159450.0,2.4362610580955546,[18.0]
U,daily,16,16,82211546.0,3.494301834440627,[16.0]
PRECC,daily,18,12,2637643.0,3.162337359528943,[12.0]
FSNS,daily,13,12,2619130.0,3.5527896667977537,[12.0]
SHFLX,daily,14,12,3075939.0,3.451242043486558,[12.0]
FLNT,daily,19,14,2607662.0,3.3037675128141606,[14.0]
LHFLX,daily,19,12,2888908.0,3.619439940628085,[12.0]
PRECL,daily,13,12,3316115.0,3.212311696066029,[12.0]
FLNS,daily,9,12,2781877.0,3.571517360400909,[12.0]
CCN3,daily,18,24,201323009.0,1.3535795006918458,[24.0]
FSNT,daily,15,14,3123179.0,2.843530261954246,[14.0]
TS,daily,22,18,3159450.0,2.4362610580955546,[18.0]
QFLX,daily,16,12,2892402.0,3.6049501417852707,[12.0]
PRECC,daily,19,12,2637643.0,3.162337359528943,[12.0]
FSNS,daily,14,12,2619130.0,3.5527896667977537,[12.0]
FSNT,daily,16,14,3123179.0,2.843530261954246,[14.0]
PS,daily,9,20,3735557.0,2.02660567085444,[20.0]
CLOUD,daily,18,100000,219526652.0,1.0,[100000.0]
FLNT,daily,20,14,2607662.0,3.3037675128141606,[14.0]
PRECC,daily,20,12,2637643.0,3.162337359528943,[12.0]
TMQ,daily,21,14,2881041.0,3.2690395589649714,[14.0]
U,daily,17,16,82211546.0,3.494301834440627,[16.0]
CCN3,daily,19,24,201323009.0,1.3535795006918458,[24.0]
FLNS,daily,10,12,2781877.0,3.571517360400909,[12.0]
TS,daily,23,18,3159450.0,2.4362610580955546,[18.0]
PS,daily,10,20,3735557.0,2.02660567085444,[20.0]
QFLX,daily,17,12,2892402.0,3.6049501417852707,[12.0]
CLOUD,daily,19,100000,219526652.0,1.0,[100000.0]
PRECL,daily,14,12,3316115.0,3.212311696066029,[12.0]
FSNT,daily,17,12,2347328.0,3.78338860184857,[12.0]
SHFLX,daily,15,12,3075939.0,3.451242043486558,[12.0]
PRECC,daily,21,12,2637643.0,3.162337359528943,[12.0]
FLNT,daily,21,16,3435410.0,2.507738232117855,[16.0]
LHFLX,daily,20,12,2888908.0,3.619439940628085,[12.0]
TMQ,daily,22,14,2881041.0,3.2690395589649714,[14.0]
CCN3,daily,20,24,201323009.0,1.3535795006918458,[24.0]
TS,daily,24,20,3969868.0,1.9389171126092857,[20.0]
PS,daily,11,20,3735557.0,2.02660567085444,[20.0]
FSNS,daily,15,12,2619130.0,3.5527896667977537,[12.0]
QFLX,daily,18,12,2892402.0,3.6049501417852707,[12.0]
U,daily,18,16,82211546.0,3.494301834440627,[16.0]
FSNT,daily,18,12,2347328.0,3.78338860184857,[12.0]
FLNS,daily,11,12,2781877.0,3.571517360400909,[12.0]
CLOUD,daily,20,100000,219526652.0,1.0,[100000.0]
QFLX,daily,19,12,2892402.0,3.6049501417852707,[12.0]
PRECL,daily,15,12,3316115.0,3.212311696066029,[12.0]
QFLX,daily,20,12,2892402.0,3.6049501417852707,[12.0]
CCN3,daily,21,22,174787669.0,1.5590727856208209,[22.0]
FSNT,daily,19,12,2347328.0,3.78338860184857,[12.0]
TS,daily,25,20,3969868.0,1.9389171126092857,[20.0]
PRECC,daily,22,12,2637643.0,3.162337359528943,[12.0]
FLNT,daily,22,16,3435410.0,2.507738232117855,[16.0]
U,daily,19,16,82211546.0,3.494301834440627,[16.0]
LHFLX,daily,21,12,2888908.0,3.619439940628085,[12.0]
SHFLX,daily,16,12,3075939.0,3.451242043486558,[12.0]
FLNS,daily,12,12,2781877.0,3.571517360400909,[12.0]
TMQ,daily,23,14,2881041.0,3.2690395589649714,[14.0]
PS,daily,12,20,3735557.0,2.02660567085444,[20.0]
PRECC,daily,23,12,2637643.0,3.162337359528943,[12.0]
FSNS,daily,16,12,2619130.0,3.5527896667977537,[12.0]
CLOUD,daily,21,100000,219526652.0,1.0,[100000.0]
