variable,frequency,timestep,bg_level,bg_size,bg_ratio,zfp_level,zfp_size,zfp_ratio,sz_level,sz_size,sz_ratio,sz1413_level,sz1413_size,sz1413_ratio
FLNS,monthly,0,4,5798915.0,1.7133415475136298,16,6563960.0,1.5136475542203183,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,1,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,2,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,00005,9925817.0,1.000977753267061,-1,9935522.0,1.0
FLNS,monthly,3,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,00005,9925817.0,1.000977753267061,0.0001,9918996.0,1.001666096044398
FLNS,monthly,4,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,5,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,6,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,7,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,000005,9929224.0,1.0006342892455644,0.0001,9918996.0,1.001666096044398
FLNS,monthly,8,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,9,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,10,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,11,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,12,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,13,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,14,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,15,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,00005,9925817.0,1.000977753267061,-1,9935522.0,1.0
FLNS,monthly,16,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,17,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,000005,9929224.0,1.0006342892455644,0.0001,9918996.0,1.001666096044398
FLNS,monthly,18,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,19,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,20,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,21,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,22,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,23,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,24,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,25,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,26,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,27,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,28,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,29,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,000005,9929224.0,1.0006342892455644,0.0001,9918996.0,1.001666096044398
FLNS,monthly,30,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,31,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,32,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,33,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,34,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,35,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,36,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,37,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,38,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,39,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,40,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,41,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,42,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,00005,9925817.0,1.000977753267061,0.0001,9918996.0,1.001666096044398
FLNS,monthly,43,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,44,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,45,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,46,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,47,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,48,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,49,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,50,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,51,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,52,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,53,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,54,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,55,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,56,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,57,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,58,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNS,monthly,59,4,5798915.0,1.7133415475136298,14,5288668.0,1.8786435450287293,0001,9919720.0,1.0015929885117725,0.0001,9918996.0,1.001666096044398
FLNT,monthly,0,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,1,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,2,5,5118950.0,1.6829836196876313,16,5132482.0,1.6785463641177893,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,3,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000005,8636999.0,0.9974655548761786,-1,8615109.0,1.0
FLNT,monthly,4,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,5,5,5118950.0,1.6829836196876313,16,5132482.0,1.6785463641177893,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,6,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000005,8636999.0,0.9974655548761786,-1,8615109.0,1.0
FLNT,monthly,7,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000005,8636999.0,0.9974655548761786,-1,8615109.0,1.0
FLNT,monthly,8,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,9,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,10,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,11,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,12,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,13,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,14,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00005,8605761.0,1.001086249083608,-1,8615109.0,1.0
FLNT,monthly,15,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00005,8605761.0,1.001086249083608,-1,8615109.0,1.0
FLNT,monthly,16,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,17,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00005,8605761.0,1.001086249083608,-1,8615109.0,1.0
FLNT,monthly,18,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00005,8605761.0,1.001086249083608,-1,8615109.0,1.0
FLNT,monthly,19,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,20,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,21,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,22,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,23,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,24,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,25,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,26,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000005,8636999.0,0.9974655548761786,-1,8615109.0,1.0
FLNT,monthly,27,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,28,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,29,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,30,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000005,8636999.0,0.9974655548761786,-1,8615109.0,1.0
FLNT,monthly,31,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,32,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000005,8636999.0,0.9974655548761786,-1,8615109.0,1.0
FLNT,monthly,33,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,34,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,35,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,36,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,37,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,38,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,39,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000005,8636999.0,0.9974655548761786,-1,8615109.0,1.0
FLNT,monthly,40,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000005,8636999.0,0.9974655548761786,-1,8615109.0,1.0
FLNT,monthly,41,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,42,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,43,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,44,5,5118950.0,1.6829836196876313,16,5132482.0,1.6785463641177893,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,45,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,46,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,47,5,5118950.0,1.6829836196876313,16,5132482.0,1.6785463641177893,00005,8605761.0,1.001086249083608,-1,8615109.0,1.0
FLNT,monthly,48,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,49,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,50,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,51,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000005,8636999.0,0.9974655548761786,-1,8615109.0,1.0
FLNT,monthly,52,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,53,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00005,8605761.0,1.001086249083608,-1,8615109.0,1.0
FLNT,monthly,54,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,55,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,000001,8608811.0,1.0007315760562057,-1,8615109.0,1.0
FLNT,monthly,56,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00005,8605761.0,1.001086249083608,-1,8615109.0,1.0
FLNT,monthly,57,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,58,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FLNT,monthly,59,5,5118950.0,1.6829836196876313,18,5594711.0,1.539866670503624,00001,8614571.0,1.000062452326413,-1,8615109.0,1.0
FSNS,monthly,0,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00005,9179297.0,1.0137179350444812,-1,9305218.0,1.0
FSNS,monthly,1,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,000005,9298920.0,1.0006772829532893,-1,9305218.0,1.0
FSNS,monthly,2,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00001,9278780.0,1.0028492969980967,-1,9305218.0,1.0
FSNS,monthly,3,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00001,9278780.0,1.0028492969980967,-1,9305218.0,1.0
FSNS,monthly,4,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00005,9179297.0,1.0137179350444812,-1,9305218.0,1.0
FSNS,monthly,5,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,000005,9298920.0,1.0006772829532893,-1,9305218.0,1.0
FSNS,monthly,6,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00005,9179297.0,1.0137179350444812,-1,9305218.0,1.0
FSNS,monthly,7,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00001,9278780.0,1.0028492969980967,-1,9305218.0,1.0
FSNS,monthly,8,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00005,9179297.0,1.0137179350444812,-1,9305218.0,1.0
FSNS,monthly,9,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,0001,9123935.0,1.0198689490883046,0.0001,9156167.0,1.016278755072947
FSNS,monthly,10,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00001,9278780.0,1.0028492969980967,-1,9305218.0,1.0
FSNS,monthly,11,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00001,9278780.0,1.0028492969980967,-1,9305218.0,1.0
FSNS,monthly,12,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00001,9278780.0,1.0028492969980967,-1,9305218.0,1.0
FSNS,monthly,13,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00001,9278780.0,1.0028492969980967,-1,9305218.0,1.0
FSNS,monthly,14,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00001,9278780.0,1.0028492969980967,-1,9305218.0,1.0
FSNS,monthly,15,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00001,9278780.0,1.0028492969980967,-1,9305218.0,1.0
FSNS,monthly,16,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,00001,9278780.0,1.0028492969980967,-1,9305218.0,1.0
FSNS,monthly,17,4,5195413.0,1.7910449082681204,14,4939332.0,1.8839021146989108,000005,9298920.0,1.0006772829532893,-1,9305218.0,1.0
