variable,level,size
bc_a1_SRF,orig,130195620
bc_a1_SRF,zfp_p_6,11811123
bc_a1_SRF,zfp_p_8,21238803
bc_a1_SRF,zfp_p_10,31232218
bc_a1_SRF,zfp_p_12,41293028
bc_a1_SRF,zfp_p_14,51376574
bc_a1_SRF,zfp_p_16,61466583
bc_a1_SRF,zfp_p_18,71558110
bc_a1_SRF,zfp_p_20,81649649
bc_a1_SRF,zfp_p_22,91741140
bc_a1_SRF,zfp_p_24,101832665
bc_a1_SRF,zfp_p_26,111924191
dst_a1_SRF,orig,130490360
dst_a1_SRF,zfp_p_6,11936458
dst_a1_SRF,zfp_p_8,21398927
dst_a1_SRF,zfp_p_10,31397061
dst_a1_SRF,zfp_p_12,41459412
dst_a1_SRF,zfp_p_14,51543136
dst_a1_SRF,zfp_p_16,61633580
dst_a1_SRF,zfp_p_18,71725035
dst_a1_SRF,zfp_p_20,81816552
dst_a1_SRF,zfp_p_22,91908073
dst_a1_SRF,zfp_p_24,101999584
dst_a1_SRF,zfp_p_26,112091104
dst_a3_SRF,orig,130585375
dst_a3_SRF,zfp_p_6,11915088
dst_a3_SRF,zfp_p_8,21324379
dst_a3_SRF,zfp_p_10,31315090
dst_a3_SRF,zfp_p_12,41376844
dst_a3_SRF,zfp_p_14,51461219
dst_a3_SRF,zfp_p_16,61551767
dst_a3_SRF,zfp_p_18,71643287
dst_a3_SRF,zfp_p_20,81734827
dst_a3_SRF,zfp_p_22,91826367
dst_a3_SRF,zfp_p_24,101917867
dst_a3_SRF,zfp_p_26,112009386
FLNS,orig,126786118
FLNS,zfp_p_6,10097182
FLNS,zfp_p_8,18701759
FLNS,zfp_p_10,28593813
FLNS,zfp_p_12,38657595
FLNS,zfp_p_14,48748067
FLNS,zfp_p_16,58839673
FLNS,zfp_p_18,68931294
FLNS,zfp_p_20,79022814
FLNS,zfp_p_22,89114305
FLNS,zfp_p_24,99205805
FLNS,zfp_p_26,109297332
FLNSC,orig,115992914
FLNSC,zfp_p_6,7956720
FLNSC,zfp_p_8,12530048
FLNSC,zfp_p_10,19985204
FLNSC,zfp_p_12,29361976
FLNSC,zfp_p_14,39436025
FLNSC,zfp_p_16,49526890
FLNSC,zfp_p_18,59618671
FLNSC,zfp_p_20,69710356
FLNSC,zfp_p_22,79801991
FLNSC,zfp_p_24,89893496
FLNSC,zfp_p_26,99985007
FLUT,orig,110063996
FLUT,zfp_p_6,7617691
FLUT,zfp_p_8,10668771
FLUT,zfp_p_10,17217050
FLUT,zfp_p_12,26650565
FLUT,zfp_p_14,36661637
FLUT,zfp_p_16,46744830
FLUT,zfp_p_18,56836181
FLUT,zfp_p_20,66927847
FLUT,zfp_p_22,77019442
FLUT,zfp_p_24,87110941
FLUT,zfp_p_26,97202456
FSNS,orig,115138403
FSNS,zfp_p_6,9201875
FSNS,zfp_p_8,17001578
FSNS,zfp_p_10,26197486
FSNS,zfp_p_12,35480208
FSNS,zfp_p_14,44787174
FSNS,zfp_p_16,54096375
FSNS,zfp_p_18,63405554
FSNS,zfp_p_20,72714731
FSNS,zfp_p_22,82023944
FSNS,zfp_p_24,91333160
FSNS,zfp_p_26,100642369
FSNSC,orig,101551560
FSNSC,zfp_p_6,7686055
FSNSC,zfp_p_8,11133259
FSNSC,zfp_p_10,16635883
FSNSC,zfp_p_12,23792111
FSNSC,zfp_p_14,32632837
FSNSC,zfp_p_16,41946195
FSNSC,zfp_p_18,51255591
FSNSC,zfp_p_20,60564966
FSNSC,zfp_p_22,69874296
FSNSC,zfp_p_24,79183493
FSNSC,zfp_p_26,88492710
FSNTOA,orig,109931242
FSNTOA,zfp_p_6,7975181
FSNTOA,zfp_p_8,14371572
FSNTOA,zfp_p_10,23313661
FSNTOA,zfp_p_12,32543720
FSNTOA,zfp_p_14,41841519
FSNTOA,zfp_p_16,51149850
FSNTOA,zfp_p_18,60458824
FSNTOA,zfp_p_20,69768060
FSNTOA,zfp_p_22,79077327
FSNTOA,zfp_p_24,88386570
FSNTOA,zfp_p_26,97695825
ICEFRAC,orig,24115425
ICEFRAC,zfp_p_6,3403786
ICEFRAC,zfp_p_8,4817420
ICEFRAC,zfp_p_10,6455964
ICEFRAC,zfp_p_12,8316295
ICEFRAC,zfp_p_14,10328195
ICEFRAC,zfp_p_16,12424977
ICEFRAC,zfp_p_18,14564350
ICEFRAC,zfp_p_20,16723669
ICEFRAC,zfp_p_22,18892042
ICEFRAC,zfp_p_24,21064984
ICEFRAC,zfp_p_26,23239628
LHFLX,orig,130490587
LHFLX,zfp_p_6,11393577
LHFLX,zfp_p_8,18970847
LHFLX,zfp_p_10,28156855
LHFLX,zfp_p_12,38149405
LHFLX,zfp_p_14,48247624
LHFLX,zfp_p_16,58339786
LHFLX,zfp_p_18,68431343
LHFLX,zfp_p_20,78522886
LHFLX,zfp_p_22,88614403
LHFLX,zfp_p_24,98705892
LHFLX,zfp_p_26,108797410
pom_a1_SRF,orig,130248448
pom_a1_SRF,zfp_p_6,11820990
pom_a1_SRF,zfp_p_8,21247728
pom_a1_SRF,zfp_p_10,31243352
pom_a1_SRF,zfp_p_12,41305116
pom_a1_SRF,zfp_p_14,51388982
pom_a1_SRF,zfp_p_16,61479403
pom_a1_SRF,zfp_p_18,71570924
pom_a1_SRF,zfp_p_20,81662441
pom_a1_SRF,zfp_p_22,91753992
pom_a1_SRF,zfp_p_24,101845506
pom_a1_SRF,zfp_p_26,111937027
PRECL,orig,135276455
PRECL,zfp_p_6,14171200
PRECL,zfp_p_8,23786220
PRECL,zfp_p_10,33792556
PRECL,zfp_p_12,43846596
PRECL,zfp_p_14,53906152
PRECL,zfp_p_16,63966482
PRECL,zfp_p_18,74027022
PRECL,zfp_p_20,84087663
PRECL,zfp_p_22,94148362
PRECL,zfp_p_24,104209098
PRECL,zfp_p_26,114269843
PRECSC,orig,8239280
PRECSC,zfp_p_6,2028421
PRECSC,zfp_p_8,2729847
PRECSC,zfp_p_10,3426785
PRECSC,zfp_p_12,4124030
PRECSC,zfp_p_14,4819359
PRECSC,zfp_p_16,5514679
PRECSC,zfp_p_18,6209967
PRECSC,zfp_p_20,6905257
PRECSC,zfp_p_22,7600528
PRECSC,zfp_p_24,8295824
PRECSC,zfp_p_26,8991102
PRECSL,orig,102234476
PRECSL,zfp_p_6,12731851
PRECSL,zfp_p_8,21099245
PRECSL,zfp_p_10,29677040
PRECSL,zfp_p_12,38287829
PRECSL,zfp_p_14,46900810
PRECSL,zfp_p_16,55513464
PRECSL,zfp_p_18,64126015
PRECSL,zfp_p_20,72738672
PRECSL,zfp_p_22,81351410
PRECSL,zfp_p_24,89964160
PRECSL,zfp_p_26,98576944
PRECT,orig,133454667
PRECT,zfp_p_6,12773936
PRECT,zfp_p_8,22207054
PRECT,zfp_p_10,32215727
PRECT,zfp_p_12,42268249
PRECT,zfp_p_14,52327837
PRECT,zfp_p_16,62388300
PRECT,zfp_p_18,72448911
PRECT,zfp_p_20,82509730
PRECT,zfp_p_22,92570592
PRECT,zfp_p_24,102631490
PRECT,zfp_p_26,112692412
PRECTMX,orig,133454667
PRECTMX,zfp_p_6,12773936
PRECTMX,zfp_p_8,22207054
PRECTMX,zfp_p_10,32215727
PRECTMX,zfp_p_12,42268249
PRECTMX,zfp_p_14,52327837
PRECTMX,zfp_p_16,62388300
PRECTMX,zfp_p_18,72448911
PRECTMX,zfp_p_20,82509730
PRECTMX,zfp_p_22,92570592
PRECTMX,zfp_p_24,102631490
PRECTMX,zfp_p_26,112692412
PSL,orig,87659258
PSL,zfp_p_6,7362025
PSL,zfp_p_8,8623469
PSL,zfp_p_10,9975801
PSL,zfp_p_12,12126067
PSL,zfp_p_14,15804346
PSL,zfp_p_16,22051172
PSL,zfp_p_18,30620226
PSL,zfp_p_20,40512080
PSL,zfp_p_22,50562166
PSL,zfp_p_24,60640788
PSL,zfp_p_26,70730620
Q200,orig,119652802
Q200,zfp_p_6,8477690
Q200,zfp_p_8,13163635
Q200,zfp_p_10,20496920
Q200,zfp_p_12,29571481
Q200,zfp_p_14,39380656
Q200,zfp_p_16,49391013
Q200,zfp_p_18,59457925
Q200,zfp_p_20,69545487
Q200,zfp_p_22,79636997
Q200,zfp_p_24,89728597
Q200,zfp_p_26,99820134
Q500,orig,124718467
Q500,zfp_p_6,9234624
Q500,zfp_p_8,15087756
Q500,zfp_p_10,23683417
Q500,zfp_p_12,33425446
Q500,zfp_p_14,43432964
Q500,zfp_p_16,53500964
Q500,zfp_p_18,63588258
Q500,zfp_p_20,73679597
Q500,zfp_p_22,83771179
Q500,zfp_p_24,93862689
Q500,zfp_p_26,103954212
Q850,orig,121493883
Q850,zfp_p_6,8654915
Q850,zfp_p_8,13878305
Q850,zfp_p_10,22310178
Q850,zfp_p_12,32136413
Q850,zfp_p_14,42158449
Q850,zfp_p_16,52229029
Q850,zfp_p_18,62316568
Q850,zfp_p_20,72407759
Q850,zfp_p_22,82499311
Q850,zfp_p_24,92590918
Q850,zfp_p_26,102682443
QBOT,orig,119481295
QBOT,zfp_p_6,8475639
QBOT,zfp_p_8,13245670
QBOT,zfp_p_10,21272749
QBOT,zfp_p_12,31141230
QBOT,zfp_p_14,41192729
QBOT,zfp_p_16,51276251
QBOT,zfp_p_18,61366638
QBOT,zfp_p_20,71458057
QBOT,zfp_p_22,81549549
QBOT,zfp_p_24,91641055
QBOT,zfp_p_26,101732577
SHFLX,orig,131373812
SHFLX,zfp_p_6,11885526
SHFLX,zfp_p_8,20031474
SHFLX,zfp_p_10,29713671
SHFLX,zfp_p_12,39788668
SHFLX,zfp_p_14,49880815
SHFLX,zfp_p_16,59972076
SHFLX,zfp_p_18,70063481
SHFLX,zfp_p_20,80154991
SHFLX,zfp_p_22,90246482
SHFLX,zfp_p_24,100338010
SHFLX,zfp_p_26,110429536
so4_a1_SRF,orig,128623449
so4_a1_SRF,zfp_p_6,11305926
so4_a1_SRF,zfp_p_8,20750740
so4_a1_SRF,zfp_p_10,30746356
so4_a1_SRF,zfp_p_12,40809260
so4_a1_SRF,zfp_p_14,50893383
so4_a1_SRF,zfp_p_16,60983624
so4_a1_SRF,zfp_p_18,71075106
so4_a1_SRF,zfp_p_20,81166640
so4_a1_SRF,zfp_p_22,91258153
so4_a1_SRF,zfp_p_24,101349682
so4_a1_SRF,zfp_p_26,111441192
so4_a2_SRF,orig,128943112
so4_a2_SRF,zfp_p_6,11530958
so4_a2_SRF,zfp_p_8,20959754
so4_a2_SRF,zfp_p_10,30984168
so4_a2_SRF,zfp_p_12,41056730
so4_a2_SRF,zfp_p_14,51143776
so4_a2_SRF,zfp_p_16,61234751
so4_a2_SRF,zfp_p_18,71326362
so4_a2_SRF,zfp_p_20,81417861
so4_a2_SRF,zfp_p_22,91509387
so4_a2_SRF,zfp_p_24,101600890
so4_a2_SRF,zfp_p_26,111692403
so4_a3_SRF,orig,128935287
so4_a3_SRF,zfp_p_6,11244852
so4_a3_SRF,zfp_p_8,20580776
so4_a3_SRF,zfp_p_10,30568075
so4_a3_SRF,zfp_p_12,40627781
so4_a3_SRF,zfp_p_14,50711624
so4_a3_SRF,zfp_p_16,60802160
so4_a3_SRF,zfp_p_18,70893789
so4_a3_SRF,zfp_p_20,80985355
so4_a3_SRF,zfp_p_22,91076867
so4_a3_SRF,zfp_p_24,101168396
so4_a3_SRF,zfp_p_26,111259913
soa_a1_SRF,orig,131418187
soa_a1_SRF,zfp_p_6,12363892
soa_a1_SRF,zfp_p_8,21932880
soa_a1_SRF,zfp_p_10,31928355
soa_a1_SRF,zfp_p_12,41989660
soa_a1_SRF,zfp_p_14,52073359
soa_a1_SRF,zfp_p_16,62163745
soa_a1_SRF,zfp_p_18,72255227
soa_a1_SRF,zfp_p_20,82346833
soa_a1_SRF,zfp_p_22,92438391
soa_a1_SRF,zfp_p_24,102529904
soa_a1_SRF,zfp_p_26,112621428
soa_a2_SRF,orig,134162158
soa_a2_SRF,zfp_p_6,13457933
soa_a2_SRF,zfp_p_8,23259317
soa_a2_SRF,zfp_p_10,33285172
soa_a2_SRF,zfp_p_12,43358255
soa_a2_SRF,zfp_p_14,53445589
soa_a2_SRF,zfp_p_16,63536733
soa_a2_SRF,zfp_p_18,73628271
soa_a2_SRF,zfp_p_20,83719778
soa_a2_SRF,zfp_p_22,93811281
soa_a2_SRF,zfp_p_24,103902816
soa_a2_SRF,zfp_p_26,113994332
T010,orig,83226833
T010,zfp_p_6,7362045
T010,zfp_p_8,8642357
T010,zfp_p_10,10216048
T010,zfp_p_12,12414172
T010,zfp_p_14,15215470
T010,zfp_p_16,19050292
T010,zfp_p_18,24285977
T010,zfp_p_20,31628985
T010,zfp_p_22,40978144
T010,zfp_p_24,50969051
T010,zfp_p_26,61043010
T200,orig,91621173
T200,zfp_p_6,7362046
T200,zfp_p_8,8630610
T200,zfp_p_10,10322812
T200,zfp_p_12,13076858
T200,zfp_p_14,18340926
T200,zfp_p_16,26431834
T200,zfp_p_18,36020344
T200,zfp_p_20,45995444
T200,zfp_p_22,56048977
T200,zfp_p_24,66132800
T200,zfp_p_26,76223950
T500,orig,90493836
T500,zfp_p_6,7362046
T500,zfp_p_8,8630850
T500,zfp_p_10,10260125
T500,zfp_p_12,12779125
T500,zfp_p_14,17561578
T500,zfp_p_16,25559755
T500,zfp_p_18,35217852
T500,zfp_p_20,45217353
T500,zfp_p_22,55280202
T500,zfp_p_24,65366232
T500,zfp_p_26,75457485
T850,orig,92431646
T850,zfp_p_6,7364611
T850,zfp_p_8,8707443
T850,zfp_p_10,10546164
T850,zfp_p_12,13927968
T850,zfp_p_14,20180393
T850,zfp_p_16,29296327
T850,zfp_p_18,39241127
T850,zfp_p_20,49281938
T850,zfp_p_22,59356707
T850,zfp_p_24,69445229
T850,zfp_p_26,79536428
TAUX,orig,131772766
TAUX,zfp_p_6,11142974
TAUX,zfp_p_8,18436531
TAUX,zfp_p_10,27320036
TAUX,zfp_p_12,37112951
TAUX,zfp_p_14,47187862
TAUX,zfp_p_16,57282112
TAUX,zfp_p_18,67373875
TAUX,zfp_p_20,77465415
TAUX,zfp_p_22,87556948
TAUX,zfp_p_24,97648502
TAUX,zfp_p_26,107740020
TAUY,orig,132594558
TAUY,zfp_p_6,11293688
TAUY,zfp_p_8,18811246
TAUY,zfp_p_10,27879641
TAUY,zfp_p_12,37765945
TAUY,zfp_p_14,47854464
TAUY,zfp_p_16,57948139
TAUY,zfp_p_18,68039892
TAUY,zfp_p_20,78131387
TAUY,zfp_p_22,88222918
TAUY,zfp_p_24,98314422
TAUY,zfp_p_26,108405939
TMQ,orig,119905278
TMQ,zfp_p_6,8362105
TMQ,zfp_p_8,12720492
TMQ,zfp_p_10,20059227
TMQ,zfp_p_12,29412905
TMQ,zfp_p_14,39352913
TMQ,zfp_p_16,49403321
TMQ,zfp_p_18,59487956
TMQ,zfp_p_20,69579258
TMQ,zfp_p_22,79670857
TMQ,zfp_p_24,89762390
TMQ,zfp_p_26,99853899
TREFHT,orig,93970697
TREFHT,zfp_p_6,7363029
TREFHT,zfp_p_8,8743685
TREFHT,zfp_p_10,10828958
TREFHT,zfp_p_12,15142404
TREFHT,zfp_p_14,21605659
TREFHT,zfp_p_16,29852528
TREFHT,zfp_p_18,39557055
TREFHT,zfp_p_20,49645306
TREFHT,zfp_p_22,59738934
TREFHT,zfp_p_24,69830517
TREFHT,zfp_p_26,79922006
TREFHTMN,orig,95047407
TREFHTMN,zfp_p_6,7363397
TREFHTMN,zfp_p_8,8766224
TREFHTMN,zfp_p_10,11067563
TREFHTMN,zfp_p_12,16049311
TREFHTMN,zfp_p_14,23117838
TREFHTMN,zfp_p_16,32342277
TREFHTMN,zfp_p_18,42393829
TREFHTMN,zfp_p_20,52484516
TREFHTMN,zfp_p_22,62575654
TREFHTMN,zfp_p_24,72666956
TREFHTMN,zfp_p_26,82758465
TREFHTMX,orig,94325174
TREFHTMX,zfp_p_6,7362946
TREFHTMX,zfp_p_8,8741315
TREFHTMX,zfp_p_10,10904133
TREFHTMX,zfp_p_12,15506594
TREFHTMX,zfp_p_14,22312220
TREFHTMX,zfp_p_16,31271946
TREFHTMX,zfp_p_18,41315398
TREFHTMX,zfp_p_20,51407123
TREFHTMX,zfp_p_22,61498085
TREFHTMX,zfp_p_24,71589478
TREFHTMX,zfp_p_26,81680972
TS,orig,94048695
TS,zfp_p_6,7363362
TS,zfp_p_8,8769597
TS,zfp_p_10,11038594
TS,zfp_p_12,15843845
TS,zfp_p_14,22318594
TS,zfp_p_16,30077590
TS,zfp_p_18,39252278
TS,zfp_p_20,49251157
TS,zfp_p_22,59348970
TS,zfp_p_24,69440753
TS,zfp_p_26,79532254
U010,orig,110309249
U010,zfp_p_6,8306986
U010,zfp_p_8,11055786
U010,zfp_p_10,14763324
U010,zfp_p_12,19831719
U010,zfp_p_14,26378385
U010,zfp_p_16,34518157
U010,zfp_p_18,43790991
U010,zfp_p_20,53674761
U010,zfp_p_22,63745550
U010,zfp_p_24,73837263
U010,zfp_p_26,83929182
U200,orig,124102859
U200,zfp_p_6,9019214
U200,zfp_p_8,13118928
U200,zfp_p_10,19101113
U200,zfp_p_12,26928127
U200,zfp_p_14,36084286
U200,zfp_p_16,45907624
U200,zfp_p_18,55951784
U200,zfp_p_20,66037956
U200,zfp_p_22,76129117
U200,zfp_p_24,86220710
U200,zfp_p_26,96312193
U500,orig,126577820
U500,zfp_p_6,9383197
U500,zfp_p_8,14235706
U500,zfp_p_10,21333300
U500,zfp_p_12,30178565
U500,zfp_p_14,39892357
U500,zfp_p_16,49890771
U500,zfp_p_18,59961548
U500,zfp_p_20,70049750
U500,zfp_p_22,80141021
U500,zfp_p_24,90232556
U500,zfp_p_26,100324068
U850,orig,129197645
U850,zfp_p_6,10137238
U850,zfp_p_8,16168047
U850,zfp_p_10,24296821
U850,zfp_p_12,33703782
U850,zfp_p_14,43637479
U850,zfp_p_16,53689620
U850,zfp_p_18,63769280
U850,zfp_p_20,73858534
U850,zfp_p_22,83949956
U850,zfp_p_24,94041522
U850,zfp_p_26,104133047
UBOT,orig,130261255
UBOT,zfp_p_6,10315940
UBOT,zfp_p_8,16714961
UBOT,zfp_p_10,25077023
UBOT,zfp_p_12,34607053
UBOT,zfp_p_14,44591118
UBOT,zfp_p_16,54654338
UBOT,zfp_p_18,64737514
UBOT,zfp_p_20,74827722
UBOT,zfp_p_22,84919265
UBOT,zfp_p_24,95010824
UBOT,zfp_p_26,105102349
V200,orig,130064670
V200,zfp_p_6,9266428
V200,zfp_p_8,13982912
V200,zfp_p_10,20834478
V200,zfp_p_12,29489063
V200,zfp_p_14,39162655
V200,zfp_p_16,49173953
V200,zfp_p_18,59251778
V200,zfp_p_20,69341107
V200,zfp_p_22,79432599
V200,zfp_p_24,89524187
V200,zfp_p_26,99615744
V500,orig,130869776
V500,zfp_p_6,9647204
V500,zfp_p_8,15143430
V500,zfp_p_10,22985321
V500,zfp_p_12,32352382
V500,zfp_p_14,42283888
V500,zfp_p_16,52334143
V500,zfp_p_18,62415215
V500,zfp_p_20,72505184
V500,zfp_p_22,82596739
V500,zfp_p_24,92688289
V500,zfp_p_26,102779809
V850,orig,131630714
V850,zfp_p_6,10446508
V850,zfp_p_8,17046222
V850,zfp_p_10,25760762
V850,zfp_p_12,35519778
V850,zfp_p_14,45536605
V850,zfp_p_16,55599846
V850,zfp_p_18,65684358
V850,zfp_p_20,75774921
V850,zfp_p_22,85866437
V850,zfp_p_24,95957957
V850,zfp_p_26,106049461
VBOT,orig,131352247
VBOT,zfp_p_6,10595077
VBOT,zfp_p_8,17385743
VBOT,zfp_p_10,26163848
VBOT,zfp_p_12,35930296
VBOT,zfp_p_14,45956720
VBOT,zfp_p_16,56026109
VBOT,zfp_p_18,66112348
VBOT,zfp_p_20,76203131
VBOT,zfp_p_22,86294664
VBOT,zfp_p_24,96386181
VBOT,zfp_p_26,106477713
WSPDSRFAV,orig,124017002
WSPDSRFAV,zfp_p_6,9365797
WSPDSRFAV,zfp_p_8,15429728
WSPDSRFAV,zfp_p_10,23694964
WSPDSRFAV,zfp_p_12,33198726
WSPDSRFAV,zfp_p_14,43183724
WSPDSRFAV,zfp_p_16,53247467
WSPDSRFAV,zfp_p_18,63331218
WSPDSRFAV,zfp_p_20,73421576
WSPDSRFAV,zfp_p_22,83513141
WSPDSRFAV,zfp_p_24,93604694
WSPDSRFAV,zfp_p_26,103696210
Z050,orig,74037416
Z050,zfp_p_6,7362048
Z050,zfp_p_8,8623488
Z050,zfp_p_10,9958522
Z050,zfp_p_12,11615299
Z050,zfp_p_14,13709212
Z050,zfp_p_16,16544294
Z050,zfp_p_18,20657039
Z050,zfp_p_20,26954659
Z050,zfp_p_22,35568417
Z050,zfp_p_24,45439292
Z050,zfp_p_26,55492585
Z500,orig,89080506
Z500,zfp_p_6,7362049
Z500,zfp_p_8,8623750
Z500,zfp_p_10,10238913
Z500,zfp_p_12,12442121
Z500,zfp_p_14,16278072
Z500,zfp_p_16,22468438
Z500,zfp_p_18,30917473
Z500,zfp_p_20,40685357
Z500,zfp_p_22,50710794
Z500,zfp_p_24,60787747
Z500,zfp_p_26,70878461
